uid,prediction
u029349,"i001069,i000481,i000909,i000521,i001952,i000342,i001663,i000947,i000661,i001949"
u029350,"i000909,i000481,i001069,i000521,i001663,i000342,i001952,i001922,i000661,i000554"
u029361,"i000481,i001069,i001663,i001952,i001922,i000909,i001445,i000554,i000521,i001949"
u029367,"i000909,i001663,i001952,i000481,i001710,i000342,i001069,i001673,i001455,i000661"
u029368,"i000909,i000481,i001952,i001069,i001922,i001663,i000661,i000282,i000521,i000324"
u029375,"i001688,i000695,i001049,i001584,i001462,i000058,i001922,i001240,i000401,i001069"
u029379,"i000481,i001038,i001952,i001069,i000207,i000909,i001663,i001478,i000646,i000661"
u029381,"i000481,i001952,i000909,i001069,i000521,i000342,i001663,i000661,i001753,i001508"
u029385,"i001314,i000481,i000909,i001663,i000554,i000931,i000661,i001069,i001455,i001688"
u029388,"i000947,i001069,i000481,i001663,i001267,i001952,i000521,i000661,i000342,i000909"
u029390,"i001069,i000481,i001952,i000909,i001663,i001922,i000661,i000521,i000342,i000554"
u029398,"i000481,i000909,i001069,i001663,i000695,i001952,i000661,i001049,i001445,i000947"
u029399,"i001069,i000481,i000947,i000909,i001952,i000661,i001663,i000521,i000342,i001038"
u029400,"i001335,i001922,i001682,i001240,i001049,i000200,i001151,i002009,i000999,i000282"
u029404,"i001455,i001673,i001710,i001445,i000805,i000554,i001949,i001046,i001663,i001952"
u029407,"i001191,i001069,i001478,i001445,i001952,i000481,i001663,i000947,i000646,i000909"
u029417,"i000481,i000909,i001663,i001069,i000521,i001922,i000661,i001952,i000342,i001478"
u029421,"i001717,i001069,i000481,i000956,i000909,i001663,i000554,i000251,i001478,i000521"
u029422,"i000481,i001069,i001952,i000909,i001663,i000207,i000661,i000521,i001038,i000342"
u029425,"i000481,i001478,i001952,i001949,i001069,i001663,i001455,i000909,i001445,i000947"
u029430,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i001922,i000554,i000661"
u029435,"i001952,i000481,i001010,i001069,i001445,i000661,i000909,i002146,i000248,i001478"
u029443,"i000481,i001069,i000521,i001952,i000661,i001663,i000947,i000342,i000909,i000207"
u029445,"i001682,i001069,i001922,i000909,i000481,i001952,i001949,i001713,i002009,i000947"
u029446,"i000481,i001069,i001952,i000909,i000521,i001663,i000661,i000342,i000947,i000931"
u029462,"i000167,i000956,i000909,i000481,i001143,i001069,i001922,i000554,i000521,i001445"
u029467,"i000555,i000324,i000110,i000909,i000898,i000481,i000327,i001952,i000521,i000342"
u029470,"i001069,i000947,i001663,i000481,i000652,i001267,i000931,i000570,i001877,i001952"
u029472,"i000555,i000324,i000909,i000481,i000898,i000110,i001952,i000327,i000521,i001069"
u029476,"i001952,i001069,i000481,i000909,i000661,i000947,i000207,i000521,i000342,i000248"
u029480,"i000481,i001952,i001069,i000661,i000909,i000521,i001663,i001002,i000324,i000342"
u029488,"i001069,i000481,i001952,i000909,i000947,i000661,i000521,i001663,i000342,i000695"
u029491,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000342,i001445"
u029494,"i000909,i000481,i000521,i000342,i001069,i000661,i001952,i001663,i000555,i000324"
u029505,"i000327,i000110,i000324,i000898,i000909,i000481,i000555,i001952,i001455,i001069"
u029506,"i000646,i000481,i001663,i000909,i000521,i001069,i001952,i000661,i001038,i000342"
u029521,"i001753,i000481,i001069,i000909,i000521,i001508,i001952,i000661,i001663,i000342"
u029526,"i001952,i000481,i001069,i001663,i000661,i000909,i000207,i001038,i001455,i001478"
u029530,"i001069,i000481,i001952,i000909,i000947,i001713,i000521,i001663,i000661,i001002"
u029542,"i001069,i000481,i000909,i000947,i001952,i001663,i000521,i001713,i000342,i000661"
u029543,"i000909,i001069,i000481,i001952,i000947,i000661,i000521,i001922,i001663,i000342"
u029545,"i001069,i000481,i001713,i000909,i000947,i001952,i001663,i000931,i000521,i000661"
u029548,"i000481,i001069,i000909,i001952,i001663,i000521,i000342,i000947,i000661,i000554"
u029553,"i001069,i000481,i001952,i000909,i001663,i000947,i000207,i000521,i000661,i000570"
u029559,"i001069,i000481,i001952,i000909,i000661,i001922,i000167,i001663,i001455,i000695"
u029561,"i001069,i000481,i000909,i001952,i000342,i001663,i000521,i001922,i000947,i000661"
u029576,"i001069,i000947,i000481,i000909,i001952,i001663,i000521,i001713,i000342,i000661"
u029591,"i000481,i001069,i000909,i001952,i001663,i000947,i000661,i000695,i000521,i000342"
u029595,"i000481,i001069,i001952,i000909,i000521,i000661,i000342,i000947,i001663,i000207"
u029598,"i000481,i001663,i001069,i000521,i001952,i000661,i000909,i000695,i000342,i000554"
u029605,"i000909,i001069,i000481,i000324,i001952,i000555,i000661,i000521,i001922,i000342"
u029610,"i001455,i001673,i001710,i001952,i001069,i001445,i000481,i000554,i000661,i001949"
u029615,"i000661,i000481,i001952,i001069,i000909,i000521,i001663,i000342,i001038,i001455"
u029624,"i001952,i000481,i001069,i001663,i000207,i000661,i000909,i001038,i001455,i001478"
u029632,"i001069,i000481,i000909,i001952,i000521,i001663,i000947,i000661,i000342,i001038"
u029634,"i000481,i000646,i001663,i001952,i000909,i001038,i000207,i001069,i000521,i001478"
u029642,"i000481,i001069,i001952,i001663,i001922,i000521,i000661,i000909,i000342,i000554"
u029654,"i000481,i001069,i001663,i001952,i000521,i000931,i000661,i001508,i001455,i000909"
u029659,"i000481,i001069,i001952,i001663,i000661,i001922,i000909,i001445,i000521,i001455"
u029662,"i000481,i000909,i001952,i001069,i000521,i000695,i000661,i001922,i001663,i000324"
u029663,"i000481,i000521,i000909,i001952,i000342,i000661,i001069,i001663,i000619,i000207"
u029665,"i000481,i001952,i001445,i000909,i001069,i000521,i000661,i000342,i001046,i001663"
u029674,"i000909,i001069,i000481,i001952,i000110,i000521,i000555,i000947,i000720,i000167"
u029677,"i000481,i001069,i001663,i001952,i000661,i000521,i000909,i001922,i000947,i000342"
u029681,"i000481,i000909,i000521,i001663,i000342,i001952,i000661,i000207,i001949,i001922"
u029686,"i000481,i000909,i001069,i001663,i000521,i000342,i001952,i000947,i001922,i000554"
u029694,"i000481,i001069,i001952,i000661,i001922,i001663,i000909,i000695,i000521,i000947"
u029695,"i000481,i001038,i001952,i001069,i000909,i000207,i000661,i001663,i000521,i001478"
u029700,"i000481,i000909,i000521,i001069,i001952,i001663,i000342,i000695,i001922,i000661"
u029716,"i001069,i000909,i000481,i001663,i001952,i000947,i000695,i000661,i000342,i000554"
u029719,"i001191,i001949,i001445,i000956,i000554,i001663,i001069,i001952,i000481,i001240"
u029733,"i002009,i001922,i001682,i001335,i000200,i002056,i001801,i000006,i001595,i001151"
u029737,"i000695,i000481,i000909,i001922,i000058,i001069,i001584,i001663,i001688,i001952"
u029738,"i000481,i000909,i001663,i001069,i001922,i000521,i001952,i000661,i000695,i000554"
u029740,"i001952,i000481,i001069,i000909,i000661,i001663,i001455,i000207,i001038,i000521"
u029756,"i000481,i001069,i001663,i001952,i000695,i000661,i000909,i000521,i000554,i001949"
u029758,"i000481,i001069,i001952,i000909,i000661,i001038,i001663,i000521,i000207,i000342"
u029759,"i001069,i000481,i001663,i000909,i000521,i001952,i000947,i000342,i000661,i001478"
u029760,"i001952,i000481,i000661,i001069,i000521,i001038,i000909,i000248,i000207,i000342"
u029763,"i001478,i000481,i001069,i001663,i001952,i000909,i001284,i001445,i000661,i001038"
u029769,"i000947,i001069,i000481,i001663,i000909,i000342,i001952,i000521,i000661,i000652"
u029775,"i000481,i001952,i001069,i000909,i000661,i000207,i001038,i001663,i000521,i000248"
u029778,"i000481,i001069,i000909,i001952,i001663,i000947,i000661,i000521,i000342,i000695"
u029779,"i001069,i000909,i000481,i000947,i001663,i001952,i001713,i001478,i000521,i000207"
u029787,"i000695,i001462,i001049,i000110,i000327,i000909,i000481,i001949,i001584,i001922"
u029795,"i000481,i000909,i000521,i001952,i000661,i001663,i001069,i000324,i001922,i001151"
u029805,"i000481,i000909,i001663,i001952,i000521,i000661,i001922,i001069,i001478,i000695"
u029806,"i001515,i000282,i001151,i000324,i000360,i000555,i000909,i000481,i001922,i002056"
u029810,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i001922,i001455,i000554"
u029817,"i000481,i001069,i001952,i000909,i001663,i000661,i000521,i000207,i001038,i000342"
u029827,"i001069,i000481,i000909,i001952,i000521,i001663,i000342,i000661,i000324,i000947"
u029831,"i000909,i000481,i001069,i000521,i001952,i000342,i000207,i000661,i001663,i000555"
u029840,"i000481,i000521,i001952,i000661,i000342,i001069,i001663,i000909,i000619,i000646"
u029857,"i000481,i001069,i000521,i001663,i000909,i001952,i001922,i000342,i000977,i000554"
u029861,"i000481,i001069,i000909,i001952,i001663,i000521,i001038,i000661,i000554,i001445"
u029863,"i000481,i001069,i000909,i001663,i001952,i000947,i000695,i000661,i000521,i000342"
u029865,"i000481,i000695,i000909,i001663,i001952,i000661,i001455,i001922,i001069,i001914"
u029866,"i001922,i000695,i002009,i001335,i001682,i001688,i001049,i000977,i000200,i001240"
u029870,"i001069,i000481,i000909,i001663,i001952,i000947,i000661,i000521,i001455,i000342"
u029890,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000661,i000342,i000207"
u029902,"i001069,i000481,i000909,i001952,i000695,i001663,i001922,i000661,i000521,i000554"
u029906,"i000909,i000481,i001478,i001069,i001663,i000554,i001143,i001445,i001952,i000521"
u029934,"i001673,i001455,i001710,i000554,i001445,i001952,i000481,i000661,i001069,i001663"
u029936,"i000481,i001069,i000909,i001663,i001952,i000947,i000661,i000695,i000521,i000342"
u029939,"i000481,i000909,i001069,i001952,i000521,i001663,i000695,i000342,i000661,i001455"
u029940,"i000909,i000481,i001478,i001069,i000521,i001952,i001663,i000342,i000661,i001038"
u029949,"i000481,i001069,i001952,i001663,i000909,i000695,i000661,i000947,i000521,i001914"
u029950,"i000481,i000909,i001663,i000342,i000521,i001952,i000661,i001478,i000646,i001069"
u029954,"i000481,i001952,i001069,i000909,i001038,i000661,i000521,i000207,i001663,i000342"
u029967,"i001952,i000481,i001069,i000661,i000909,i001663,i000521,i001455,i001673,i001038"
u029983,"i001069,i000909,i000481,i001952,i001663,i000947,i000661,i000695,i001455,i001949"
u029985,"i001952,i001069,i000481,i000947,i000661,i000521,i000909,i001663,i000342,i001267"
u029987,"i000646,i001069,i000481,i000661,i001952,i001663,i000909,i000521,i001038,i000947"
u030005,"i001069,i000481,i001952,i000909,i000898,i000324,i000661,i001663,i000947,i001455"
u030015,"i001952,i000661,i000481,i001710,i001069,i000555,i000909,i000342,i001663,i001445"
u030028,"i000646,i000481,i001663,i001069,i001952,i000909,i000521,i000661,i001038,i000554"
u030037,"i000909,i001649,i000481,i001069,i000342,i001914,i000661,i000521,i001952,i000324"
u030045,"i000481,i001069,i001663,i000521,i001952,i000909,i000661,i000342,i001922,i000554"
u030048,"i001069,i001906,i000481,i001952,i000947,i001663,i000909,i000646,i001455,i001267"
u030049,"i000909,i000481,i001663,i001069,i000521,i001952,i000342,i000661,i000646,i000324"
u030050,"i000481,i000909,i000207,i001663,i001069,i000521,i001952,i001478,i000342,i000661"
u030053,"i001069,i000481,i001952,i000909,i001922,i000661,i000521,i001663,i000555,i000554"
u030056,"i000481,i000909,i001922,i000695,i000521,i000342,i001663,i000058,i001069,i001949"
u030065,"i000324,i000909,i000481,i000554,i000521,i000555,i001922,i001069,i001952,i000342"
u030068,"i000481,i000909,i001952,i001663,i000521,i000324,i000661,i001069,i000695,i000898"
u030078,"i000481,i000909,i001069,i001663,i001952,i000521,i000342,i000695,i000661,i001455"
u030079,"i000481,i001069,i000909,i001952,i001663,i000521,i000947,i000661,i001038,i000342"
u030085,"i001069,i000909,i001713,i000481,i001952,i000947,i001663,i000931,i000521,i001478"
u030086,"i000909,i000481,i001069,i001952,i000521,i001663,i000342,i000947,i000207,i000661"
u030087,"i001069,i000481,i001952,i000909,i000947,i000661,i000521,i001663,i000342,i001267"
u030088,"i000481,i000909,i001069,i001478,i001952,i001663,i000521,i000661,i001922,i000342"
u030095,"i001455,i001673,i001710,i001949,i001952,i001445,i000481,i000805,i001069,i000554"
u030096,"i000521,i000481,i000342,i000661,i001952,i000619,i000909,i001663,i000646,i001069"
u030098,"i000695,i001584,i001688,i001049,i000058,i001240,i001663,i000909,i001922,i001069"
u030102,"i001663,i000481,i001038,i001478,i001952,i001069,i000207,i000646,i000521,i000909"
u030110,"i000909,i000481,i001069,i001952,i000521,i000661,i000207,i001663,i000342,i001038"
u030111,"i000481,i001663,i001952,i001069,i000909,i000207,i000521,i000661,i000646,i001038"
u030115,"i000481,i001922,i001663,i000661,i001952,i000695,i000521,i000909,i001445,i001069"
u030123,"i000909,i001069,i000481,i001952,i000324,i000661,i000521,i000555,i001663,i000342"
u030134,"i001069,i000909,i000481,i001952,i000555,i001922,i000661,i001151,i000324,i000282"
u030148,"i000481,i000909,i001069,i001663,i001952,i000521,i000342,i000661,i000947,i001949"
u030153,"i001069,i000481,i000909,i001952,i001663,i000521,i000947,i001455,i000661,i000342"
u030161,"i001455,i001673,i001710,i001445,i000554,i001952,i001069,i000909,i001046,i000481"
u030162,"i000481,i001069,i001663,i000695,i000521,i000909,i001952,i000661,i001584,i000058"
u030164,"i000481,i000909,i000521,i001952,i000695,i001069,i001922,i000324,i001240,i001663"
u030170,"i001952,i000481,i000661,i000248,i001069,i000521,i000342,i000947,i001663,i000646"
u030172,"i000646,i000481,i001663,i000909,i001069,i001952,i000521,i000661,i001038,i000554"
u030174,"i000481,i001952,i000521,i000661,i001069,i000342,i000909,i001663,i001038,i000207"
u030176,"i001069,i000481,i000909,i001952,i001663,i000521,i000947,i001949,i000342,i000324"
u030177,"i000481,i000521,i000909,i001952,i001069,i000661,i000342,i001663,i000324,i001922"
u030182,"i000481,i001952,i001663,i000661,i001069,i001445,i001922,i000695,i001455,i001914"
u030190,"i001069,i000481,i001952,i000909,i000661,i000947,i001663,i001455,i001682,i000521"
u030191,"i001906,i000481,i000909,i001069,i001688,i001663,i000695,i001922,i000518,i000947"
u030194,"i000481,i001069,i000555,i001952,i001673,i000661,i000521,i001445,i001922,i000909"
u030198,"i001049,i000695,i001584,i000058,i001688,i001462,i001240,i001922,i001877,i000931"
u030199,"i000481,i001069,i002132,i001952,i001038,i000158,i000661,i000521,i001663,i000909"
u030202,"i000661,i000481,i001952,i001069,i000521,i001663,i000909,i001038,i000342,i000207"
u030204,"i001663,i000481,i001069,i001952,i000207,i000646,i001478,i001038,i000521,i000909"
u030206,"i001069,i000909,i001713,i001908,i000481,i001007,i000947,i000931,i001952,i001038"
u030211,"i001049,i000695,i001688,i001584,i000058,i001240,i001462,i001069,i001922,i001151"
u030214,"i000481,i001069,i001952,i000909,i000207,i001663,i001038,i000521,i000661,i001478"
u030217,"i000481,i001069,i001663,i000909,i001952,i000695,i000661,i000521,i000947,i001949"
u030220,"i001922,i001069,i001335,i000481,i001952,i002009,i000695,i001682,i000324,i000342"
u030221,"i000481,i001952,i000646,i000661,i000521,i001663,i000342,i001445,i000909,i001069"
u030226,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i000661,i000695,i000947"
u030229,"i000481,i000555,i001952,i001069,i000324,i000521,i001673,i000898,i001445,i000110"
u030230,"i000481,i001952,i001069,i000207,i000909,i001663,i001038,i000661,i000521,i001455"
u030242,"i000481,i001663,i001069,i000695,i001922,i000909,i001952,i000661,i001688,i001240"
u030244,"i001069,i000481,i000909,i001952,i000521,i001663,i000342,i000661,i000947,i001922"
u030255,"i001508,i001069,i001753,i000481,i000912,i000518,i000909,i001906,i000325,i001927"
u030263,"i000481,i001069,i000909,i001952,i000521,i001663,i000342,i000947,i000661,i001949"
u030268,"i001922,i000481,i000909,i001949,i001240,i000695,i001952,i001069,i001663,i000555"
u030278,"i001914,i001087,i001649,i000909,i000481,i001069,i001445,i001952,i001663,i000661"
u030280,"i000481,i001069,i001663,i001952,i000661,i001922,i000695,i000521,i000554,i001914"
u030295,"i000481,i001069,i000909,i001952,i000695,i001922,i001663,i001049,i000521,i001688"
u030296,"i001069,i000481,i000909,i001952,i000521,i001663,i000342,i000661,i000947,i000898"
u030297,"i001753,i001069,i001508,i000481,i000548,i001663,i000947,i001267,i000909,i000521"
u030299,"i000481,i000661,i001952,i001069,i000521,i000909,i001663,i000207,i000342,i001038"
u030301,"i000481,i000909,i001663,i001069,i000342,i000521,i001952,i000207,i000661,i001478"
u030307,"i000898,i001952,i000324,i000909,i000481,i000555,i001069,i001455,i000327,i000720"
u030316,"i000481,i001069,i000909,i001952,i000342,i001663,i000521,i000947,i000661,i001038"
u030324,"i000481,i001478,i000909,i001663,i000342,i000521,i001952,i001069,i000661,i000646"
u030331,"i000481,i001069,i000695,i001663,i000909,i001952,i000661,i001240,i000947,i000521"
u030334,"i000909,i001952,i000481,i001069,i000661,i001663,i000521,i001478,i000207,i000342"
u030337,"i000481,i001952,i001445,i001069,i000909,i000661,i001038,i000207,i001663,i001455"
u030339,"i000481,i001663,i000909,i001069,i001952,i000207,i000521,i000661,i001038,i000342"
u030341,"i000554,i001949,i000481,i000956,i001191,i000909,i001455,i001922,i001240,i001663"
u030343,"i001335,i001922,i001682,i001240,i001151,i000200,i001049,i002009,i000282,i000110"
u030346,"i000481,i001952,i001069,i001663,i000661,i000207,i000909,i000521,i001038,i000646"
u030354,"i001069,i000481,i000909,i000947,i001952,i001663,i000521,i000661,i001445,i001038"
u030361,"i001069,i000481,i001038,i001952,i000909,i000947,i001478,i001713,i000521,i001663"
u030362,"i001663,i000481,i001069,i001952,i000909,i000521,i000695,i000646,i000661,i000554"
u030367,"i000481,i000521,i000909,i001952,i001069,i000661,i000342,i001663,i000207,i000619"
u030368,"i000521,i000481,i000661,i000342,i001952,i001663,i001069,i000909,i000619,i000947"
u030375,"i000909,i000481,i001069,i001952,i000661,i000342,i000521,i000898,i001663,i000324"
u030377,"i000481,i000909,i001069,i001663,i001952,i000342,i000521,i000947,i000661,i000554"
u030380,"i000555,i000324,i000110,i000909,i001134,i000481,i001952,i000898,i000521,i001069"
u030381,"i000481,i001069,i000909,i001952,i001663,i000661,i000521,i000554,i000342,i001922"
u030382,"i000481,i000909,i001069,i001952,i000521,i000324,i001922,i000661,i001663,i000342"
u030389,"i000481,i001069,i001663,i001952,i000521,i000661,i000909,i000342,i000947,i001922"
u030390,"i001069,i000947,i000481,i001952,i000570,i000521,i001267,i000661,i001663,i000909"
u030401,"i001663,i000481,i000909,i000646,i001069,i001952,i000521,i000110,i000342,i000324"
u030404,"i001069,i000481,i001663,i000909,i001952,i000661,i000695,i000947,i000521,i001445"
u030408,"i001069,i000481,i000521,i000947,i001952,i000909,i000661,i000342,i001663,i001267"
u030415,"i000521,i000481,i000342,i000661,i000909,i001952,i001069,i000619,i001663,i000248"
u030426,"i000481,i000909,i001663,i001069,i001952,i000521,i000695,i001922,i001914,i000342"
u030439,"i000909,i000521,i000481,i001069,i000342,i001143,i001952,i000554,i000661,i000248"
u030440,"i001914,i001649,i001087,i001445,i001455,i000481,i001710,i001069,i001673,i000909"
u030443,"i001069,i000481,i001952,i001922,i000661,i001663,i000909,i000695,i001455,i001445"
u030457,"i000481,i001069,i000909,i001952,i001663,i000521,i000661,i000947,i000342,i000646"
u030463,"i000481,i000909,i000342,i000521,i001069,i001663,i001952,i000661,i001753,i000555"
u030466,"i001069,i000481,i000909,i001952,i001663,i000521,i001922,i000947,i000342,i000661"
u030472,"i001753,i001508,i000481,i000977,i000325,i001922,i001069,i001906,i000548,i000909"
u030474,"i000481,i001069,i001952,i000909,i001663,i000521,i000207,i000661,i001038,i000342"
u030484,"i001673,i001455,i001952,i001710,i000481,i000661,i001445,i001069,i000554,i001046"
u030485,"i000481,i001663,i001069,i000661,i001952,i000909,i000521,i001922,i001914,i001949"
u030500,"i001069,i000909,i000481,i001952,i000695,i001663,i000661,i000554,i000342,i000521"
u030503,"i000521,i001663,i000481,i000342,i001952,i000661,i001069,i000207,i000646,i000909"
u030505,"i000282,i001320,i001515,i001151,i000360,i002056,i001335,i001682,i001922,i001026"
u030509,"i000481,i001952,i000661,i001069,i001663,i000909,i000521,i000947,i000342,i001267"
u030511,"i000481,i001069,i001952,i000909,i001663,i000521,i000207,i000661,i001038,i000342"
u030512,"i000481,i000909,i001952,i001069,i000207,i001663,i000521,i001038,i000661,i000342"
u030522,"i001673,i001069,i001455,i001710,i000481,i000909,i001952,i000554,i001663,i001445"
u030533,"i001069,i000947,i000481,i001663,i001952,i000909,i000521,i001267,i000570,i000342"
u030537,"i001455,i001673,i001710,i001952,i000481,i000909,i001445,i001069,i000661,i001508"
u030550,"i000481,i001069,i001952,i000909,i001663,i000521,i000695,i001949,i001922,i000947"
u030551,"i000521,i000481,i000342,i000661,i001952,i000909,i001663,i001069,i000554,i000619"
u030555,"i001069,i001906,i000947,i000909,i000720,i000481,i001455,i001952,i001663,i000931"
u030558,"i001069,i001189,i000947,i000481,i000521,i001922,i001663,i000909,i001952,i000342"
u030561,"i000481,i001952,i000661,i000521,i001069,i000909,i001663,i000207,i000342,i000248"
u030568,"i001952,i000481,i001069,i000661,i001455,i001673,i001663,i000909,i000554,i001710"
u030574,"i000481,i001663,i001069,i000521,i001952,i000661,i000909,i001922,i000342,i000554"
u030596,"i001663,i000481,i001069,i001952,i000646,i000909,i000521,i001478,i000661,i000342"
u030602,"i000521,i000481,i000342,i000661,i000909,i001952,i001069,i001663,i000619,i000646"
u030606,"i000481,i001069,i000909,i001952,i001663,i000661,i000947,i001455,i000342,i000521"
u030610,"i000481,i001069,i001952,i000909,i001663,i000661,i001922,i001038,i000521,i001455"
u030612,"i001069,i000481,i001952,i001663,i000909,i000661,i001922,i000947,i000695,i000521"
u030616,"i001069,i000481,i000909,i000931,i001952,i001663,i000521,i001038,i000554,i000661"
u030618,"i000481,i001069,i001952,i000521,i000661,i001663,i000909,i000342,i000947,i001922"
u030624,"i000481,i000661,i000521,i001952,i001069,i001663,i000909,i000342,i001038,i000646"
u030625,"i000481,i001922,i001069,i001952,i001663,i000695,i000909,i001455,i000661,i001673"
u030635,"i000481,i001069,i000909,i001663,i001952,i000521,i000661,i000554,i000947,i000342"
u030640,"i001069,i000481,i000909,i001914,i001952,i000661,i001087,i001663,i001455,i000521"
u030655,"i001069,i000481,i000909,i000947,i001952,i001663,i001713,i000521,i000661,i001267"
u030657,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i001038,i000554,i000661"
u030661,"i001069,i000481,i001952,i000909,i001663,i000947,i000661,i000521,i000342,i000695"
u030670,"i001069,i000481,i000909,i001952,i001663,i000342,i000521,i000947,i001455,i000661"
u030673,"i000481,i001069,i001663,i000909,i000695,i000521,i001952,i000661,i001688,i001922"
u030677,"i000327,i000898,i000555,i000324,i000909,i000110,i000481,i000342,i000521,i001069"
u030679,"i000646,i000481,i001663,i001069,i000909,i001952,i000521,i000661,i001038,i000342"
u030680,"i000481,i001069,i001663,i001952,i000661,i000521,i000947,i000909,i000695,i000342"
u030683,"i001069,i000909,i000481,i001952,i000661,i001663,i001922,i001455,i000324,i000947"
u030686,"i001049,i000058,i001584,i000695,i000401,i001688,i001462,i001240,i001922,i001877"
u030687,"i000521,i000481,i000342,i000909,i000661,i001952,i000554,i001069,i001663,i000619"
u030689,"i000481,i001069,i000909,i001952,i001663,i000947,i000661,i000695,i000521,i000342"
u030692,"i000481,i001069,i000909,i001952,i000521,i001663,i000207,i001038,i001478,i000661"
u030694,"i001069,i000481,i000909,i001952,i000521,i000947,i000661,i001663,i000342,i001713"
u030695,"i000481,i001952,i001069,i000207,i000909,i001663,i000661,i001038,i000521,i001455"
u030703,"i001922,i002009,i000695,i001688,i001682,i000555,i001335,i001801,i000324,i001240"
u030709,"i000481,i001663,i001069,i001952,i001922,i000661,i000909,i000521,i001914,i001478"
u030710,"i000481,i001069,i000909,i001663,i000521,i000342,i001952,i000661,i000947,i001949"
u030714,"i001069,i001952,i000481,i000909,i001713,i000661,i001663,i000947,i001478,i001038"
u030728,"i000481,i000909,i001069,i000661,i001663,i001952,i000947,i000521,i001455,i000695"
u030732,"i000481,i001663,i001069,i001952,i000661,i000521,i000909,i001922,i000554,i001478"
u030733,"i000554,i001922,i000481,i001240,i000909,i001949,i000956,i001663,i001069,i001445"
u030743,"i000481,i001046,i001069,i000661,i000909,i001952,i001663,i001314,i001455,i001673"
u030746,"i000909,i001069,i000481,i000521,i001952,i000342,i000661,i000324,i001663,i000554"
u030748,"i001069,i000481,i001952,i000909,i000521,i000947,i001663,i000661,i000342,i000555"
u030756,"i000481,i000909,i000342,i000521,i001069,i001663,i001952,i001922,i000695,i000661"
u030757,"i001710,i001455,i001673,i001952,i001445,i000805,i000661,i000554,i000342,i000481"
u030758,"i000909,i000481,i000521,i000342,i001069,i001663,i001952,i000661,i001922,i001478"
u030773,"i001455,i001673,i001710,i001445,i000805,i000554,i001949,i001952,i001069,i000481"
u030785,"i000909,i000481,i001069,i001663,i000521,i001952,i000661,i000342,i001478,i000207"
u030793,"i000481,i001069,i000909,i000521,i001663,i001922,i000342,i000554,i001952,i000661"
u030795,"i001069,i000481,i000909,i001952,i001663,i000521,i000342,i000554,i001038,i000661"
u030797,"i001952,i001445,i001455,i001069,i000481,i001673,i001046,i001663,i002132,i000661"
u030800,"i000481,i000521,i000342,i000909,i001663,i001952,i001069,i000661,i000207,i001478"
u030803,"i000555,i000324,i000110,i000898,i000909,i000481,i000327,i001952,i000521,i000877"
u030824,"i000554,i000481,i000909,i001949,i001952,i001143,i001455,i000521,i001922,i001445"
u030825,"i000909,i000481,i001922,i001069,i000999,i001515,i000282,i000947,i000554,i001952"
u030828,"i000646,i000481,i001663,i000521,i001952,i001069,i000661,i000909,i001038,i000342"
u030830,"i001240,i001663,i001049,i001069,i000481,i000695,i001952,i000754,i001688,i001922"
u030838,"i000481,i001069,i000909,i001952,i000521,i001663,i000661,i000342,i001922,i000554"
u030844,"i001922,i002009,i000695,i001682,i001688,i000200,i001335,i001049,i000977,i001240"
u030849,"i000481,i001069,i000909,i001663,i000521,i001952,i000695,i000661,i000554,i000342"
u030859,"i000909,i000481,i000521,i001143,i000342,i000554,i001069,i001663,i000555,i001949"
u030876,"i000909,i000481,i001069,i000521,i000342,i001663,i001952,i000661,i001478,i000207"
u030880,"i000481,i000909,i001663,i001069,i001952,i000661,i001478,i000521,i001455,i000342"
u030886,"i001069,i001663,i000481,i001952,i000909,i000947,i000207,i000646,i000521,i000554"
u030889,"i000481,i001952,i001478,i001069,i001663,i001038,i000909,i000661,i000646,i000207"
u030890,"i001922,i002009,i000200,i001682,i000977,i000695,i001335,i001240,i001914,i001801"
u030907,"i000342,i000481,i000909,i000521,i001663,i001069,i000253,i000661,i001952,i001720"
u030915,"i000646,i000481,i001663,i001069,i001952,i001038,i000909,i000521,i001046,i000661"
u030918,"i001069,i000481,i000909,i001952,i001713,i001663,i000947,i000931,i000521,i001038"
u030923,"i000481,i001069,i001663,i000909,i000695,i001952,i000661,i001455,i001914,i001445"
u030933,"i000481,i001663,i000207,i001952,i001069,i000909,i001038,i000521,i000661,i000646"
u030935,"i001069,i000909,i000481,i001952,i001713,i001663,i000947,i000931,i000521,i001038"
u030947,"i000481,i001952,i001069,i001922,i001663,i000661,i000695,i001455,i000554,i000521"
u030953,"i001914,i001087,i001649,i000909,i000481,i001069,i001952,i001445,i000661,i001710"
u030968,"i000481,i001952,i000521,i000342,i000661,i000909,i001069,i001663,i000248,i000646"
u030970,"i001069,i000481,i000909,i001952,i000947,i001663,i000521,i000207,i000342,i000661"
u030973,"i000521,i000481,i001069,i000342,i001952,i000661,i000947,i000909,i001663,i001267"
u030975,"i001069,i000481,i001952,i000909,i001922,i000521,i000661,i000282,i000324,i001151"
u030982,"i001688,i000695,i001049,i001584,i000058,i001922,i001462,i001240,i001753,i001663"
